Date,Stock,Close,Interest Rate,Inflation Rate,GDP
2003-12-26,AMZN,2.673500061035156,0.97,1.967767,11913.585282608696
2003-12-26,MS,57.45000076293945,0.97,1.967767,11913.585282608696
2003-12-26,WFC,29.184999465942383,0.97,1.967767,11913.585282608696
2003-12-29,WFC,29.38999938964844,0.98,1.967767,11918.516141304348
2003-12-29,CSCO,24.39999961853028,0.98,1.967767,11918.516141304348
2003-12-29,MSFT,27.459999084472656,0.98,1.967767,11918.516141304348
2003-12-29,F,16.15999984741211,0.98,1.967767,11918.516141304348
2003-12-29,JPM,36.52999877929688,0.98,1.967767,11918.516141304348
2003-12-29,AMZN,2.673500061035156,0.98,1.967767,11918.516141304348
2003-12-29,AAPL,0.3776789903640747,0.98,1.967767,11918.516141304348
2003-12-29,MS,58.59999847412109,0.98,1.967767,11918.516141304348
2003-12-30,MS,57.970001220703125,0.93,1.967767,11920.159760869565
2003-12-30,AMZN,2.6414999961853027,0.93,1.967767,11920.159760869565
2003-12-30,AAPL,0.3799999952316284,0.93,1.967767,11920.159760869565
2003-12-30,CSCO,24.1200008392334,0.93,1.967767,11920.159760869565
2003-12-30,JPM,36.59999847412109,0.93,1.967767,11920.159760869565
2003-12-30,F,15.989999771118164,0.93,1.967767,11920.159760869565
2003-12-30,WFC,29.46999931335449,0.93,1.967767,11920.159760869565
2003-12-30,MSFT,27.520000457763672,0.93,1.967767,11920.159760869565
2003-12-31,MS,57.869998931884766,0.94,1.967767,11921.803380434783
2003-12-31,F,16.0,0.94,1.967767,11921.803380434783
2003-12-31,AAPL,0.3816069960594177,0.94,1.967767,11921.803380434783
2003-12-31,JPM,36.72999954223633,0.94,1.967767,11921.803380434783
2003-12-31,AMZN,2.63100004196167,0.94,1.967767,11921.803380434783
2003-12-31,CSCO,24.229999542236328,0.94,1.967767,11921.803380434783
2003-12-31,WFC,29.44499969482422,0.94,1.967767,11921.803380434783
2003-12-31,MSFT,27.3700008392334,0.94,1.967767,11921.803380434783
2004-01-02,WFC,29.084999084472656,1.01,1.949813,11925.527967032967
2004-01-02,JPM,36.619998931884766,1.01,1.949813,11925.527967032967
2004-01-02,MS,56.97999954223633,1.01,1.949813,11925.527967032967
2004-01-02,F,16.079999923706055,1.01,1.949813,11925.527967032967
2004-01-02,CSCO,24.25,1.01,1.949813,11925.527967032967
2004-01-02,AMZN,2.595000028610229,1.01,1.949813,11925.527967032967
2004-01-02,AAPL,0.3799999952316284,1.01,1.949813,11925.527967032967
2004-01-02,MSFT,27.450000762939453,1.01,1.949813,11925.527967032967
2004-01-05,MS,57.56999969482422,0.97,1.949813,11931.770868131867
2004-01-05,MSFT,28.13999938964844,0.97,1.949813,11931.770868131867
2004-01-05,CSCO,24.770000457763672,0.97,1.949813,11931.770868131867
2004-01-05,JPM,36.54999923706055,0.97,1.949813,11931.770868131867
2004-01-05,F,16.59000015258789,0.97,1.949813,11931.770868131867
2004-01-05,AMZN,2.6635000705718994,0.97,1.949813,11931.770868131867
2004-01-05,AAPL,0.3958930075168609,0.97,1.949813,11931.770868131867
2004-01-05,WFC,29.225000381469727,0.97,1.949813,11931.770868131867
2004-01-06,MS,57.77000045776367,0.92,1.949813,11933.851835164834
2004-01-06,MSFT,28.239999771118164,0.92,1.949813,11933.851835164834
2004-01-06,F,16.540000915527344,0.92,1.949813,11933.851835164834
2004-01-06,AMZN,2.65149998664856,0.92,1.949813,11933.851835164834
2004-01-06,CSCO,25.059999465942383,0.92,1.949813,11933.851835164834
2004-01-06,JPM,37.470001220703125,0.92,1.949813,11933.851835164834
2004-01-06,AAPL,0.3944639861583709,0.92,1.949813,11933.851835164834
2004-01-06,WFC,29.1299991607666,0.92,1.949813,11933.851835164834
2004-01-07,AMZN,2.595000028610229,0.94,1.949813,11935.932802197802
2004-01-07,JPM,38.02000045776367,0.94,1.949813,11935.932802197802
2004-01-07,AAPL,0.4033930003643036,0.94,1.949813,11935.932802197802
2004-01-07,CSCO,25.559999465942383,0.94,1.949813,11935.932802197802
2004-01-07,WFC,28.834999084472656,0.94,1.949813,11935.932802197802
2004-01-07,F,16.989999771118164,0.94,1.949813,11935.932802197802
2004-01-07,MSFT,28.209999084472656,0.94,1.949813,11935.932802197802
2004-01-07,MS,57.79999923706055,0.94,1.949813,11935.932802197802
2004-01-08,AAPL,0.4171429872512817,0.99,1.949813,11938.013769230767
2004-01-08,MS,58.369998931884766,0.99,1.949813,11938.013769230767
2004-01-08,WFC,28.825000762939453,0.99,1.949813,11938.013769230767
2004-01-08,CSCO,26.34000015258789,0.99,1.949813,11938.013769230767
2004-01-08,AMZN,2.51200008392334,0.99,1.949813,11938.013769230767
2004-01-08,MSFT,28.15999984741211,0.99,1.949813,11938.013769230767
2004-01-08,JPM,38.66999816894531,0.99,1.949813,11938.013769230767
2004-01-08,F,17.100000381469727,0.99,1.949813,11938.013769230767
2004-01-09,CSCO,26.479999542236328,0.99,1.949813,11940.094736263736
2004-01-09,MSFT,27.65999984741211,0.99,1.949813,11940.094736263736
2004-01-09,F,16.559999465942383,0.99,1.949813,11940.094736263736
2004-01-09,JPM,38.7599983215332,0.99,1.949813,11940.094736263736
2004-01-09,AAPL,0.4107140004634857,0.99,1.949813,11940.094736263736
2004-01-09,MS,57.22999954223633,0.99,1.949813,11940.094736263736
2004-01-09,WFC,28.690000534057617,0.99,1.949813,11940.094736263736
2004-01-09,AMZN,2.5794999599456787,0.99,1.949813,11940.094736263736
2004-01-12,MSFT,27.56999969482422,1.0,1.949813,11946.337637362638
2004-01-12,CSCO,27.030000686645508,1.0,1.949813,11946.337637362638
2004-01-12,AAPL,0.4237500131130218,1.0,1.949813,11946.337637362638
2004-01-12,AMZN,2.6475000381469727,1.0,1.949813,11946.337637362638
2004-01-12,WFC,28.479999542236328,1.0,1.949813,11946.337637362638
2004-01-12,JPM,38.790000915527344,1.0,1.949813,11946.337637362638
2004-01-12,MS,58.4900016784668,1.0,1.949813,11946.337637362638
2004-01-12,F,16.40999984741211,1.0,1.949813,11946.337637362638
2004-01-13,MS,58.38999938964844,0.99,1.949813,11948.418604395603
2004-01-13,AMZN,2.745500087738037,0.99,1.949813,11948.418604395603
2004-01-13,F,16.280000686645508,0.99,1.949813,11948.418604395603
2004-01-13,AAPL,0.4307140111923218,0.99,1.949813,11948.418604395603
2004-01-13,MSFT,27.43000030517578,0.99,1.949813,11948.418604395603
2004-01-13,JPM,38.900001525878906,0.99,1.949813,11948.418604395603
2004-01-13,CSCO,26.88999938964844,0.99,1.949813,11948.418604395603
2004-01-13,WFC,28.13999938964844,0.99,1.949813,11948.418604395603
2004-01-14,F,16.18000030517578,1.01,1.949813,11950.499571428572
2004-01-14,WFC,28.165000915527344,1.01,1.949813,11950.499571428572
2004-01-14,AAPL,0.4321430027484894,1.01,1.949813,11950.499571428572
2004-01-14,JPM,39.220001220703125,1.01,1.949813,11950.499571428572
2004-01-14,MS,58.619998931884766,1.01,1.949813,11950.499571428572
2004-01-14,MSFT,27.700000762939453,1.01,1.949813,11950.499571428572
2004-01-14,AMZN,2.789999961853028,1.01,1.949813,11950.499571428572
2004-01-14,CSCO,27.39999961853028,1.01,1.949813,11950.499571428572
2004-01-15,MS,59.810001373291016,1.04,1.949813,11952.580538461538
2004-01-15,AMZN,2.809000015258789,1.04,1.949813,11952.580538461538
2004-01-15,AAPL,0.4080359935760498,1.04,1.949813,11952.580538461538
2004-01-15,WFC,28.25,1.04,1.949813,11952.580538461538
2004-01-15,MSFT,27.540000915527344,1.04,1.949813,11952.580538461538
2004-01-15,F,16.049999237060547,1.04,1.949813,11952.580538461538
2004-01-15,JPM,38.91999816894531,1.04,1.949813,11952.580538461538
2004-01-15,CSCO,27.15999984741211,1.04,1.949813,11952.580538461538
2004-01-16,MS,60.43000030517578,0.98,1.949813,11954.661505494503
2004-01-16,WFC,28.59499931335449,0.98,1.949813,11954.661505494503
2004-01-16,CSCO,29.1299991607666,0.98,1.949813,11954.661505494503
2004-01-16,JPM,39.27000045776367,0.98,1.949813,11954.661505494503
2004-01-16,MSFT,27.809999465942383,0.98,1.949813,11954.661505494503
2004-01-16,AMZN,2.7860000133514404,0.98,1.949813,11954.661505494503
2004-01-16,AAPL,0.4057140052318573,0.98,1.949813,11954.661505494503
2004-01-16,F,16.1299991607666,0.98,1.949813,11954.661505494503
2004-01-20,CSCO,28.86000061035156,1.02,1.949813,11962.985373626374
2004-01-20,MS,59.880001068115234,1.02,1.949813,11962.985373626374
2004-01-20,AAPL,0.4058929979801178,1.02,1.949813,11962.985373626374
2004-01-20,AMZN,2.8304998874664307,1.02,1.949813,11962.985373626374
2004-01-20,MSFT,28.100000381469727,1.02,1.949813,11962.985373626374
2004-01-20,WFC,28.674999237060547,1.02,1.949813,11962.985373626374
2004-01-20,F,16.209999084472656,1.02,1.949813,11962.985373626374
2004-01-20,JPM,39.09000015258789,1.02,1.949813,11962.985373626374
2004-01-21,MS,60.68000030517578,1.0,1.949813,11965.06634065934
2004-01-21,CSCO,28.600000381469727,1.0,1.949813,11965.06634065934
2004-01-21,AMZN,2.809999942779541,1.0,1.949813,11965.06634065934
2004-01-21,JPM,40.09999847412109,1.0,1.949813,11965.06634065934
2004-01-21,AAPL,0.4037500023841858,1.0,1.949813,11965.06634065934
2004-01-21,F,16.440000534057617,1.0,1.949813,11965.06634065934
2004-01-21,WFC,28.920000076293945,1.0,1.949813,11965.06634065934
2004-01-21,MSFT,28.299999237060547,1.0,1.949813,11965.06634065934
2004-01-22,WFC,28.549999237060547,1.02,1.949813,11967.147307692308
2004-01-22,AAPL,0.3960709869861603,1.02,1.949813,11967.147307692308
2004-01-22,CSCO,28.21999931335449,1.02,1.949813,11967.147307692308
2004-01-22,MS,59.86000061035156,1.02,1.949813,11967.147307692308
2004-01-22,JPM,39.93999862670898,1.02,1.949813,11967.147307692308
2004-01-22,MSFT,28.01000022888184,1.02,1.949813,11967.147307692308
2004-01-22,AMZN,2.858999967575073,1.02,1.949813,11967.147307692308
2004-01-22,F,16.43000030517578,1.02,1.949813,11967.147307692308
2004-01-23,CSCO,27.32999992370605,1.0,1.949813,11969.228274725276
2004-01-23,F,15.829999923706056,1.0,1.949813,11969.228274725276
2004-01-23,AMZN,2.8554999828338623,1.0,1.949813,11969.228274725276
2004-01-23,MS,59.290000915527344,1.0,1.949813,11969.228274725276
2004-01-23,JPM,39.59999847412109,1.0,1.949813,11969.228274725276
2004-01-23,AAPL,0.4028570055961609,1.0,1.949813,11969.228274725276
2004-01-23,WFC,28.420000076293945,1.0,1.949813,11969.228274725276
2004-01-23,MSFT,28.479999542236328,1.0,1.949813,11969.228274725276
2004-01-26,F,15.960000038146973,1.08,1.949813,11975.471175824176
2004-01-26,WFC,29.020000457763672,1.08,1.949813,11975.471175824176
2004-01-26,AMZN,2.8515000343322754,1.08,1.949813,11975.471175824176
2004-01-26,MS,60.33000183105469,1.08,1.949813,11975.471175824176
2004-01-26,CSCO,28.200000762939453,1.08,1.949813,11975.471175824176
2004-01-26,MSFT,28.799999237060547,1.08,1.949813,11975.471175824176
2004-01-26,AAPL,0.4108929932117462,1.08,1.949813,11975.471175824176
2004-01-26,JPM,40.2599983215332,1.08,1.949813,11975.471175824176
2004-01-27,WFC,28.70499992370605,1.02,1.949813,11977.552142857145
2004-01-27,MS,58.720001220703125,1.02,1.949813,11977.552142857145
2004-01-27,CSCO,27.5,1.02,1.949813,11977.552142857145
2004-01-27,AMZN,2.7869999408721924,1.02,1.949813,11977.552142857145
2004-01-27,MSFT,28.25,1.02,1.949813,11977.552142857145
2004-01-27,F,15.9399995803833,1.02,1.949813,11977.552142857145
2004-01-27,JPM,40.02999877929688,1.02,1.949813,11977.552142857145
2004-01-27,AAPL,0.4119639992713928,1.02,1.949813,11977.552142857145
2004-01-28,WFC,28.530000686645508,0.99,1.949813,11979.63310989011
2004-01-28,AMZN,2.5980000495910645,0.99,1.949813,11979.63310989011
2004-01-28,CSCO,26.780000686645508,0.99,1.949813,11979.63310989011
2004-01-28,F,15.579999923706056,0.99,1.949813,11979.63310989011
2004-01-28,AAPL,0.4021430015563965,0.99,1.949813,11979.63310989011
2004-01-28,JPM,39.119998931884766,0.99,1.949813,11979.63310989011
2004-01-28,MS,57.060001373291016,0.99,1.949813,11979.63310989011
2004-01-28,MSFT,27.709999084472656,0.99,1.949813,11979.63310989011
2004-01-29,MS,57.84000015258789,1.0,1.949813,11981.714076923075
2004-01-29,F,14.84000015258789,1.0,1.949813,11981.714076923075
2004-01-29,MSFT,27.90999984741211,1.0,1.949813,11981.714076923075
2004-01-29,AAPL,0.4050000011920929,1.0,1.949813,11981.714076923075
2004-01-29,JPM,39.04999923706055,1.0,1.949813,11981.714076923075
2004-01-29,AMZN,2.4609999656677246,1.0,1.949813,11981.714076923075
2004-01-29,WFC,28.920000076293945,1.0,1.949813,11981.714076923075
2004-01-29,CSCO,25.959999084472656,1.0,1.949813,11981.714076923075
2004-01-30,WFC,28.70499992370605,1.03,1.949813,11983.795043956045
2004-01-30,AMZN,2.5199999809265137,1.03,1.949813,11983.795043956045
2004-01-30,CSCO,25.709999084472656,1.03,1.949813,11983.795043956045
2004-01-30,MSFT,27.64999961853028,1.03,1.949813,11983.795043956045
2004-01-30,F,14.539999961853027,1.03,1.949813,11983.795043956045
2004-01-30,MS,58.209999084472656,1.03,1.949813,11983.795043956045
2004-01-30,JPM,38.88999938964844,1.03,1.949813,11983.795043956045
2004-01-30,AAPL,0.4028570055961609,1.03,1.949813,11983.795043956045
2004-02-02,JPM,39.0099983215332,1.01,2.037157,11990.037945054944
2004-02-02,AAPL,0.3985710144042969,1.01,2.037157,11990.037945054944
2004-02-02,MSFT,27.39999961853028,1.01,2.037157,11990.037945054944
2004-02-02,AMZN,2.4135000705718994,1.01,2.037157,11990.037945054944
2004-02-02,F,13.949999809265137,1.01,2.037157,11990.037945054944
2004-02-02,CSCO,26.200000762939453,1.01,2.037157,11990.037945054944
2004-02-02,MS,58.04999923706055,1.01,2.037157,11990.037945054944
2004-02-02,WFC,28.780000686645508,1.01,2.037157,11990.037945054944
2004-02-03,MS,57.77999877929688,0.97,2.037157,11992.118912087912
2004-02-03,WFC,28.979999542236328,0.97,2.037157,11992.118912087912
2004-02-03,CSCO,26.40999984741211,0.97,2.037157,11992.118912087912
2004-02-03,MSFT,27.290000915527344,0.97,2.037157,11992.118912087912
2004-02-03,AAPL,0.3975000083446502,0.97,2.037157,11992.118912087912
2004-02-03,F,13.720000267028809,0.97,2.037157,11992.118912087912
2004-02-03,JPM,39.130001068115234,0.97,2.037157,11992.118912087912
2004-02-03,AMZN,2.246999979019165,0.97,2.037157,11992.118912087912
2004-02-04,AMZN,2.2695000171661377,1.0,2.037157,11994.19987912088
2004-02-04,WFC,28.549999237060547,1.0,2.037157,11994.19987912088
2004-02-04,MSFT,27.01000022888184,1.0,2.037157,11994.19987912088
2004-02-04,F,13.890000343322754,1.0,2.037157,11994.19987912088
2004-02-04,CSCO,24.07999992370605,1.0,2.037157,11994.19987912088
2004-02-04,JPM,38.91999816894531,1.0,2.037157,11994.19987912088
2004-02-04,MS,56.900001525878906,1.0,2.037157,11994.19987912088
2004-02-04,AAPL,0.3891069889068603,1.0,2.037157,11994.19987912088
2004-02-05,MS,56.20000076293945,1.01,2.037157,11996.280846153846
2004-02-05,JPM,38.959999084472656,1.01,2.037157,11996.280846153846
2004-02-05,AMZN,2.302000045776367,1.01,2.037157,11996.280846153846
2004-02-05,F,14.149999618530272,1.01,2.037157,11996.280846153846
2004-02-05,WFC,28.530000686645508,1.01,2.037157,11996.280846153846
2004-02-05,MSFT,26.959999084472656,1.01,2.037157,11996.280846153846
2004-02-05,CSCO,23.81999969482422,1.01,2.037157,11996.280846153846
2004-02-05,AAPL,0.4003570079803467,1.01,2.037157,11996.280846153846
2004-02-06,MS,57.36000061035156,0.99,2.037157,11998.361813186812
2004-02-06,MSFT,27.07999992370605,0.99,2.037157,11998.361813186812
2004-02-06,WFC,28.979999542236328,0.99,2.037157,11998.361813186812
2004-02-06,AAPL,0.4055359959602356,0.99,2.037157,11998.361813186812
2004-02-06,AMZN,2.317500114440918,0.99,2.037157,11998.361813186812
2004-02-06,CSCO,24.739999771118164,0.99,2.037157,11998.361813186812
2004-02-06,F,14.279999732971191,0.99,2.037157,11998.361813186812
2004-02-06,JPM,39.72999954223633,0.99,2.037157,11998.361813186812
2004-02-09,AAPL,0.4048210084438324,1.01,2.037157,12004.604714285717
2004-02-09,WFC,28.84499931335449,1.01,2.037157,12004.604714285717
2004-02-09,AMZN,2.2929999828338623,1.01,2.037157,12004.604714285717
2004-02-09,MSFT,26.89999961853028,1.01,2.037157,12004.604714285717
2004-02-09,MS,57.27000045776367,1.01,2.037157,12004.604714285717
2004-02-09,CSCO,24.670000076293945,1.01,2.037157,12004.604714285717
2004-02-09,F,14.15999984741211,1.01,2.037157,12004.604714285717
2004-02-09,JPM,39.5099983215332,1.01,2.037157,12004.604714285717
2004-02-10,F,14.390000343322754,1.0,2.037157,12006.685681318682
2004-02-10,MSFT,27.020000457763672,1.0,2.037157,12006.685681318682
2004-02-10,MS,56.97999954223633,1.0,2.037157,12006.685681318682
2004-02-10,WFC,28.78499984741211,1.0,2.037157,12006.685681318682
2004-02-10,AAPL,0.4103569984436035,1.0,2.037157,12006.685681318682
2004-02-10,CSCO,24.780000686645508,1.0,2.037157,12006.685681318682
2004-02-10,JPM,39.47999954223633,1.0,2.037157,12006.685681318682
2004-02-10,AMZN,2.2795000076293945,1.0,2.037157,12006.685681318682
2004-02-11,MS,59.86000061035156,1.0,2.037157,12008.766648351648
2004-02-11,MSFT,27.14999961853028,1.0,2.037157,12008.766648351648
2004-02-11,WFC,29.100000381469727,1.0,2.037157,12008.766648351648
2004-02-11,AAPL,0.4250000119209289,1.0,2.037157,12008.766648351648
2004-02-11,AMZN,2.3570001125335693,1.0,2.037157,12008.766648351648
2004-02-11,F,14.640000343322754,1.0,2.037157,12008.766648351648
2004-02-11,JPM,40.27000045776367,1.0,2.037157,12008.766648351648
2004-02-11,CSCO,24.239999771118164,1.0,2.037157,12008.766648351648
2004-02-12,F,14.550000190734863,1.02,2.037157,12010.847615384617
2004-02-12,MSFT,26.950000762939453,1.02,2.037157,12010.847615384617
2004-02-12,CSCO,24.049999237060547,1.02,2.037157,12010.847615384617
2004-02-12,WFC,28.700000762939453,1.02,2.037157,12010.847615384617
2004-02-12,JPM,40.36000061035156,1.02,2.037157,12010.847615384617
2004-02-12,MS,59.04999923706055,1.02,2.037157,12010.847615384617
2004-02-12,AMZN,2.352999925613404,1.02,2.037157,12010.847615384617
2004-02-12,AAPL,0.4237500131130218,1.02,2.037157,12010.847615384617
2004-02-13,F,14.359999656677246,1.01,2.037157,12012.928582417582
2004-02-13,AMZN,2.319000005722046,1.01,2.037157,12012.928582417582
2004-02-13,MSFT,26.59000015258789,1.01,2.037157,12012.928582417582
2004-02-13,WFC,28.684999465942383,1.01,2.037157,12012.928582417582
2004-02-13,MS,59.75,1.01,2.037157,12012.928582417582
2004-02-13,JPM,40.15999984741211,1.01,2.037157,12012.928582417582
2004-02-13,CSCO,24.059999465942383,1.01,2.037157,12012.928582417582
2004-02-13,AAPL,0.4107140004634857,1.01,2.037157,12012.928582417582
2004-02-17,F,14.579999923706056,1.02,2.037157,12021.252450549451
2004-02-17,JPM,40.65999984741211,1.02,2.037157,12021.252450549451
2004-02-17,WFC,28.700000762939453,1.02,2.037157,12021.252450549451
2004-02-17,MSFT,26.989999771118164,1.02,2.037157,12021.252450549451
2004-02-17,CSCO,24.25,1.02,2.037157,12021.252450549451
2004-02-17,MS,60.59000015258789,1.02,2.037157,12021.252450549451
2004-02-17,AMZN,2.27649998664856,1.02,2.037157,12021.252450549451
2004-02-17,AAPL,0.4135710000991821,1.02,2.037157,12021.252450549451
2004-02-18,AAPL,0.4153569936752319,1.0,2.037157,12023.333417582418
2004-02-18,MSFT,26.770000457763672,1.0,2.037157,12023.333417582418
2004-02-18,F,14.390000343322754,1.0,2.037157,12023.333417582418
2004-02-18,JPM,40.47999954223633,1.0,2.037157,12023.333417582418
2004-02-18,MS,61.59999847412109,1.0,2.037157,12023.333417582418
2004-02-18,AMZN,2.243499994277954,1.0,2.037157,12023.333417582418
2004-02-18,CSCO,24.09000015258789,1.0,2.037157,12023.333417582418
2004-02-18,WFC,28.475000381469727,1.0,2.037157,12023.333417582418
2004-02-19,WFC,28.78499984741211,1.0,2.037157,12025.414384615386
2004-02-19,MSFT,26.459999084472656,1.0,2.037157,12025.414384615386
2004-02-19,F,14.449999809265137,1.0,2.037157,12025.414384615386
2004-02-19,AAPL,0.4012500047683716,1.0,2.037157,12025.414384615386
2004-02-19,CSCO,23.68000030517578,1.0,2.037157,12025.414384615386
2004-02-19,AMZN,2.2325000762939453,1.0,2.037157,12025.414384615386
2004-02-19,JPM,40.81999969482422,1.0,2.037157,12025.414384615386
2004-02-19,MS,61.5,1.0,2.037157,12025.414384615386
2004-02-20,CSCO,23.190000534057617,0.99,2.037157,12027.495351648353
2004-02-20,JPM,40.56999969482422,0.99,2.037157,12027.495351648353
2004-02-20,WFC,28.44499969482422,0.99,2.037157,12027.495351648353
2004-02-20,AAPL,0.4000000059604645,0.99,2.037157,12027.495351648353
2004-02-20,AMZN,2.258500099182129,0.99,2.037157,12027.495351648353
2004-02-20,F,14.170000076293944,0.99,2.037157,12027.495351648353
2004-02-20,MSFT,26.56999969482422,0.99,2.037157,12027.495351648353
2004-02-20,MS,61.18999862670898,0.99,2.037157,12027.495351648353
2004-02-23,CSCO,22.75,1.0,2.037157,12033.738252747253
2004-02-23,F,13.979999542236328,1.0,2.037157,12033.738252747253
2004-02-23,MSFT,26.61000061035156,1.0,2.037157,12033.738252747253
2004-02-23,AMZN,2.198499917984009,1.0,2.037157,12033.738252747253
2004-02-23,JPM,40.310001373291016,1.0,2.037157,12033.738252747253
2004-02-23,AAPL,0.3962500095367431,1.0,2.037157,12033.738252747253
2004-02-23,WFC,28.43000030517578,1.0,2.037157,12033.738252747253
2004-02-23,MS,61.04999923706055,1.0,2.037157,12033.738252747253
2004-02-24,WFC,28.36000061035156,0.99,2.037157,12035.81921978022
2004-02-24,AMZN,2.115999937057495,0.99,2.037157,12035.81921978022
2004-02-24,MS,59.59999847412109,0.99,2.037157,12035.81921978022
2004-02-24,CSCO,23.049999237060547,0.99,2.037157,12035.81921978022
2004-02-24,F,13.59000015258789,0.99,2.037157,12035.81921978022
2004-02-24,MSFT,26.8799991607666,0.99,2.037157,12035.81921978022
2004-02-24,AAPL,0.3992860019207001,0.99,2.037157,12035.81921978022
2004-02-24,JPM,40.20000076293945,0.99,2.037157,12035.81921978022
2004-02-25,AAPL,0.4073210060596466,1.02,2.037157,12037.900186813187
2004-02-25,MSFT,26.700000762939453,1.02,2.037157,12037.900186813187
2004-02-25,AMZN,2.1470000743865967,1.02,2.037157,12037.900186813187
2004-02-25,MS,60.43000030517578,1.02,2.037157,12037.900186813187
2004-02-25,WFC,28.614999771118164,1.02,2.037157,12037.900186813187
2004-02-25,CSCO,23.57999992370605,1.02,2.037157,12037.900186813187
2004-02-25,JPM,40.34999847412109,1.02,2.037157,12037.900186813187
2004-02-25,F,13.65999984741211,1.02,2.037157,12037.900186813187
2004-02-26,AMZN,2.182499885559082,1.03,2.037157,12039.981153846154
2004-02-26,AAPL,0.4114289879798889,1.03,2.037157,12039.981153846154
2004-02-26,MS,60.52000045776367,1.03,2.037157,12039.981153846154
2004-02-26,JPM,40.560001373291016,1.03,2.037157,12039.981153846154
2004-02-26,CSCO,23.350000381469727,1.03,2.037157,12039.981153846154
2004-02-26,WFC,28.625,1.03,2.037157,12039.981153846154
2004-02-26,MSFT,26.5,1.03,2.037157,12039.981153846154
2004-02-26,F,13.65999984741211,1.03,2.037157,12039.981153846154
2004-02-27,JPM,41.02000045776367,1.04,2.037157,12042.062120879122
2004-02-27,CSCO,23.15999984741211,1.04,2.037157,12042.062120879122
2004-02-27,AMZN,2.150500059127808,1.04,2.037157,12042.062120879122
2004-02-27,AAPL,0.4271430075168609,1.04,2.037157,12042.062120879122
2004-02-27,WFC,28.674999237060547,1.04,2.037157,12042.062120879122
2004-02-27,MS,59.7599983215332,1.04,2.037157,12042.062120879122
2004-02-27,MSFT,26.530000686645508,1.04,2.037157,12042.062120879122
2004-02-27,F,13.75,1.04,2.037157,12042.062120879122
2004-03-01,WFC,28.815000534057617,1.04,2.126567,12048.305021978022
2004-03-01,CSCO,23.530000686645508,1.04,2.126567,12048.305021978022
2004-03-01,JPM,41.52999877929688,1.04,2.126567,12048.305021978022
2004-03-01,AMZN,2.1484999656677246,1.04,2.126567,12048.305021978022
2004-03-01,AAPL,0.4289290010929107,1.04,2.126567,12048.305021978022
2004-03-01,MSFT,26.700000762939453,1.04,2.126567,12048.305021978022
2004-03-01,MS,60.75,1.04,2.126567,12048.305021978022
2004-03-01,F,13.989999771118164,1.04,2.126567,12048.305021978022
2004-03-02,WFC,28.65999984741211,1.0,2.126567,12050.385989010989
2004-03-02,JPM,41.66999816894531,1.0,2.126567,12050.385989010989
2004-03-02,F,14.119999885559082,1.0,2.126567,12050.385989010989
2004-03-02,CSCO,23.030000686645508,1.0,2.126567,12050.385989010989
2004-03-02,MSFT,26.38999938964844,1.0,2.126567,12050.385989010989
2004-03-02,MS,60.81999969482422,1.0,2.126567,12050.385989010989
2004-03-02,AAPL,0.4251790046691894,1.0,2.126567,12050.385989010989
2004-03-02,AMZN,2.1005001068115234,1.0,2.126567,12050.385989010989
2004-03-03,AMZN,2.158499956130981,1.0,2.126567,12052.466956043956
2004-03-03,AAPL,0.4271430075168609,1.0,2.126567,12052.466956043956
2004-03-03,JPM,42.09999847412109,1.0,2.126567,12052.466956043956
2004-03-03,CSCO,22.700000762939453,1.0,2.126567,12052.466956043956
2004-03-03,WFC,28.875,1.0,2.126567,12052.466956043956
2004-03-03,MS,61.2400016784668,1.0,2.126567,12052.466956043956
2004-03-03,F,13.880000114440918,1.0,2.126567,12052.466956043956
2004-03-03,MSFT,26.3700008392334,1.0,2.126567,12052.466956043956
2004-03-04,MSFT,26.3700008392334,0.99,2.126567,12054.547923076923
2004-03-04,AMZN,2.219500064849853,0.99,2.126567,12054.547923076923
2004-03-04,MS,61.88999938964844,0.99,2.126567,12054.547923076923
2004-03-04,JPM,42.59999847412109,0.99,2.126567,12054.547923076923
2004-03-04,CSCO,23.190000534057617,0.99,2.126567,12054.547923076923
2004-03-04,F,13.6899995803833,0.99,2.126567,12054.547923076923
2004-03-04,AAPL,0.449286013841629,0.99,2.126567,12054.547923076923
2004-03-04,WFC,29.059999465942383,0.99,2.126567,12054.547923076923
2004-03-05,MSFT,26.350000381469727,1.0,2.126567,12056.62889010989
2004-03-05,WFC,29.19499969482422,1.0,2.126567,12056.62889010989
2004-03-05,JPM,43.0099983215332,1.0,2.126567,12056.62889010989
2004-03-05,MS,62.220001220703125,1.0,2.126567,12056.62889010989
2004-03-05,F,14.100000381469728,1.0,2.126567,12056.62889010989
2004-03-05,AMZN,2.2044999599456787,1.0,2.126567,12056.62889010989
2004-03-05,AAPL,0.4774999916553497,1.0,2.126567,12056.62889010989
2004-03-05,CSCO,22.88999938964844,1.0,2.126567,12056.62889010989
2004-03-08,F,13.699999809265137,1.0,2.126567,12062.871791208792
2004-03-08,AMZN,2.174999952316284,1.0,2.126567,12062.871791208792
2004-03-08,JPM,42.93999862670898,1.0,2.126567,12062.871791208792
2004-03-08,CSCO,22.36000061035156,1.0,2.126567,12062.871791208792
2004-03-08,AAPL,0.4642859995365143,1.0,2.126567,12062.871791208792
2004-03-08,MS,60.9900016784668,1.0,2.126567,12062.871791208792
2004-03-08,MSFT,25.82999992370605,1.0,2.126567,12062.871791208792
