Date,Stock,Close
2001-01-18,MS,80.125
2001-01-18,AAPL,0.3337050080299377
2001-01-18,WFC,24.21875
2001-01-18,MSFT,27.75
2001-01-18,CSCO,41.875
2001-01-18,JPM,51.4375
2001-01-18,AMZN,0.975000023841858
2001-01-18,F,27.1875
2001-01-19,CSCO,40.375
2001-01-19,AMZN,0.996874988079071
2001-01-19,AAPL,0.3482140004634857
2001-01-19,MS,84.375
2001-01-19,F,26.3125
2001-01-19,WFC,24.53125
2001-01-19,JPM,50.5625
2001-01-19,MSFT,30.5
2001-01-22,AMZN,0.925000011920929
2001-01-22,AAPL,0.34375
2001-01-22,WFC,24.8125
2001-01-22,JPM,50.875
2001-01-22,MS,83.875
2001-01-22,CSCO,41.4375
2001-01-22,F,27.125
2001-01-22,MSFT,30.0625
2001-01-23,MSFT,30.28125
2001-01-23,WFC,24.8125
2001-01-23,AMZN,0.947655975818634
2001-01-23,AAPL,0.3660709857940674
2001-01-23,JPM,51.6875
2001-01-23,MS,86.8125
2001-01-23,F,27.0
2001-01-23,CSCO,42.625
2001-01-24,JPM,53.25
2001-01-24,CSCO,42.5625
2001-01-24,WFC,25.09375
2001-01-24,MSFT,31.46875
2001-01-24,MS,84.25
2001-01-24,F,27.75
2001-01-24,AAPL,0.3660709857940674
2001-01-24,AMZN,1.09375
2001-01-25,WFC,25.3125
2001-01-25,F,28.0625
2001-01-25,MSFT,30.90625
2001-01-25,JPM,53.0625
2001-01-25,AAPL,0.3560270071029663
2001-01-25,MS,82.875
2001-01-25,AMZN,0.949999988079071
2001-01-25,CSCO,39.3125
2001-01-26,CSCO,38.375
2001-01-26,AAPL,0.3493300080299377
2001-01-26,F,28.0
2001-01-26,MS,82.5
2001-01-26,MSFT,32.0
2001-01-26,JPM,54.1875
2001-01-26,AMZN,0.975000023841858
2001-01-26,WFC,25.75
2001-01-29,AMZN,1.006250023841858
2001-01-29,AAPL,0.3872770071029663
2001-01-29,WFC,25.565000534057617
2001-01-29,JPM,55.119998931884766
2001-01-29,MSFT,32.25
2001-01-29,F,28.290000915527344
2001-01-29,CSCO,37.25
2001-01-29,MS,83.9800033569336
2001-01-30,WFC,25.95499992370605
2001-01-30,MSFT,31.6875
2001-01-30,F,28.299999237060547
2001-01-30,AMZN,0.946874976158142
2001-01-30,JPM,55.97999954223633
2001-01-30,CSCO,38.0
2001-01-30,MS,85.0
2001-01-30,AAPL,0.3883930146694183
2001-01-31,F,28.190000534057617
2001-01-31,WFC,25.7549991607666
2001-01-31,MS,84.80000305175781
2001-01-31,JPM,54.9900016784668
2001-01-31,CSCO,37.4375
2001-01-31,MSFT,30.53125
2001-01-31,AAPL,0.3861609995365143
2001-01-31,AMZN,0.8656250238418579
2001-02-01,MS,89.80000305175781
2001-02-01,JPM,55.84999847412109
2001-02-01,AAPL,0.3772319853305816
2001-02-01,AMZN,0.8125
2001-02-01,F,28.3700008392334
2001-02-01,MSFT,31.1875
2001-02-01,CSCO,38.25
2001-02-01,WFC,25.200000762939453
2001-02-02,MSFT,30.40625
2001-02-02,CSCO,35.5
2001-02-02,JPM,54.63999938964844
2001-02-02,MS,86.26000213623047
2001-02-02,WFC,25.1200008392334
2001-02-02,F,28.01000022888184
2001-02-02,AMZN,0.71875
2001-02-02,AAPL,0.3683040142059326
2001-02-05,AAPL,0.360491007566452
2001-02-05,F,28.450000762939453
2001-02-05,CSCO,34.5625
2001-02-05,WFC,25.68000030517578
2001-02-05,AMZN,0.721875011920929
2001-02-05,MS,86.5
2001-02-05,MSFT,30.96875
2001-02-05,JPM,54.59999847412109
2001-02-06,AAPL,0.3772319853305816
2001-02-06,CSCO,35.75
2001-02-06,F,28.739999771118164
2001-02-06,JPM,52.27999877929688
2001-02-06,AMZN,0.7906249761581421
2001-02-06,WFC,25.44499969482422
2001-02-06,MS,84.94999694824219
2001-02-06,MSFT,31.28125
2001-02-07,CSCO,31.0625
2001-02-07,AAPL,0.3705359995365143
2001-02-07,AMZN,0.75
2001-02-07,WFC,25.3700008392334
2001-02-07,F,27.26000022888184
2001-02-07,MS,80.19999694824219
2001-02-07,MSFT,32.34375
2001-02-07,JPM,52.33000183105469
2001-02-08,CSCO,30.0
2001-02-08,WFC,25.549999237060547
2001-02-08,MS,78.0
2001-02-08,MSFT,31.125
2001-02-08,AAPL,0.3705359995365143
2001-02-08,F,28.01000022888184
2001-02-08,AMZN,0.71875
2001-02-08,JPM,51.68000030517578
2001-02-09,WFC,25.334999084472656
2001-02-09,F,26.920000076293945
2001-02-09,AMZN,0.668749988079071
2001-02-09,JPM,51.95000076293945
2001-02-09,AAPL,0.3415180146694183
2001-02-09,MSFT,29.5625
2001-02-09,CSCO,28.1875
2001-02-09,MS,79.3499984741211
2001-02-12,AAPL,0.3515630066394806
2001-02-12,JPM,52.54999923706055
2001-02-12,F,27.799999237060547
2001-02-12,MSFT,29.375
2001-02-12,CSCO,29.5625
2001-02-12,MS,80.0
2001-02-12,WFC,25.399999618530277
2001-02-12,AMZN,0.7250000238418579
2001-02-13,MS,79.20999908447266
2001-02-13,MSFT,29.09375
2001-02-13,AAPL,0.3415180146694183
2001-02-13,JPM,51.13999938964844
2001-02-13,CSCO,28.5
2001-02-13,WFC,24.9950008392334
2001-02-13,AMZN,0.6875
2001-02-13,F,27.920000076293945
2001-02-14,AAPL,0.3482140004634857
2001-02-14,AMZN,0.721875011920929
2001-02-14,F,27.86000061035156
2001-02-14,WFC,25.13999938964844
2001-02-14,CSCO,29.375
2001-02-14,JPM,51.18999862670898
2001-02-14,MS,76.94000244140625
2001-02-14,MSFT,29.1875
2001-02-15,WFC,24.854999542236328
2001-02-15,F,28.0
2001-02-15,CSCO,30.8125
2001-02-15,AMZN,0.7250000238418579
2001-02-15,JPM,51.11000061035156
2001-02-15,MSFT,29.40625
2001-02-15,AAPL,0.358258992433548
2001-02-15,MS,76.31999969482422
2001-02-16,WFC,25.05500030517578
2001-02-16,AMZN,0.684374988079071
2001-02-16,F,27.600000381469727
2001-02-16,MSFT,28.65625
2001-02-16,JPM,51.9900016784668
2001-02-16,AAPL,0.3392859995365143
2001-02-16,CSCO,28.25
2001-02-16,MS,74.75
2001-02-20,F,27.709999084472656
2001-02-20,WFC,24.34000015258789
2001-02-20,CSCO,26.0625
2001-02-20,JPM,49.95000076293945
2001-02-20,MSFT,27.9375
2001-02-20,AMZN,0.625
2001-02-20,AAPL,0.327008992433548
2001-02-20,MS,68.86000061035156
2001-02-21,F,27.68000030517578
2001-02-21,JPM,47.34999847412109
2001-02-21,MS,66.04000091552734
2001-02-21,AAPL,0.3370540142059326
2001-02-21,CSCO,25.125
2001-02-21,MSFT,28.125
2001-02-21,AMZN,0.596875011920929
2001-02-21,WFC,24.01000022888184
2001-02-22,WFC,24.075000762939453
2001-02-22,AAPL,0.3359380066394806
2001-02-22,MS,68.93000030517578
2001-02-22,AMZN,0.596875011920929
2001-02-22,CSCO,26.4375
2001-02-22,MSFT,27.59375
2001-02-22,F,27.51000022888184
2001-02-22,JPM,48.29999923706055
2001-02-23,MS,67.0
2001-02-23,WFC,24.23500061035156
2001-02-23,F,28.350000381469727
2001-02-23,JPM,47.04999923706055
2001-02-23,CSCO,27.0
2001-02-23,AAPL,0.3359380066394806
2001-02-23,MSFT,28.375
2001-02-23,AMZN,0.590624988079071
2001-02-26,MS,69.19999694824219
2001-02-26,MSFT,29.78125
2001-02-26,AMZN,0.596875011920929
2001-02-26,F,28.600000381469727
2001-02-26,JPM,48.54999923706055
2001-02-26,AAPL,0.3482140004634857
2001-02-26,CSCO,26.0625
2001-02-26,WFC,24.790000915527344
2001-02-27,WFC,25.03499984741211
2001-02-27,CSCO,24.0
2001-02-27,AMZN,0.5874999761581421
2001-02-27,MS,69.66000366210938
2001-02-27,F,28.43000030517578
2001-02-27,AAPL,0.3459819853305816
2001-02-27,MSFT,29.6875
2001-02-27,JPM,47.59999847412109
2001-02-28,WFC,24.81999969482422
2001-02-28,AAPL,0.3258930146694183
2001-02-28,MSFT,29.5
2001-02-28,F,27.809999465942383
2001-02-28,MS,65.12999725341797
2001-02-28,AMZN,0.5093749761581421
2001-02-28,CSCO,23.6875
2001-02-28,JPM,46.65999984741211
2001-03-01,WFC,24.780000686645508
2001-03-01,MSFT,29.6796875
2001-03-01,JPM,46.11000061035156
2001-03-01,CSCO,24.5
2001-03-01,AAPL,0.3348209857940674
2001-03-01,MS,63.59999847412109
2001-03-01,AMZN,0.5218750238418579
2001-03-01,F,28.209999084472656
2001-03-02,JPM,45.79999923706055
2001-03-02,CSCO,22.1875
2001-03-02,WFC,25.084999084472656
2001-03-02,AAPL,0.34375
2001-03-02,MSFT,28.34375
2001-03-02,AMZN,0.5
2001-03-02,MS,61.04999923706055
2001-03-02,F,28.059999465942383
2001-03-05,AMZN,0.6312500238418579
2001-03-05,MS,62.59999847412109
2001-03-05,CSCO,23.078125
2001-03-05,WFC,24.915000915527344
2001-03-05,MSFT,28.71875
2001-03-05,AAPL,0.3638390004634857
2001-03-05,JPM,46.7599983215332
2001-03-05,F,28.299999237060547
2001-03-06,MSFT,29.71875
2001-03-06,F,29.040000915527344
2001-03-06,CSCO,24.0
2001-03-06,JPM,47.959999084472656
2001-03-06,WFC,24.73500061035156
2001-03-06,MS,65.38999938964844
2001-03-06,AAPL,0.3839290142059326
2001-03-06,AMZN,0.59375
2001-03-07,JPM,50.25
2001-03-07,AMZN,0.612500011920929
2001-03-07,WFC,25.6200008392334
2001-03-07,AAPL,0.3794640004634857
2001-03-07,CSCO,24.0
2001-03-07,F,29.07999992370605
2001-03-07,MS,66.75
2001-03-07,MSFT,30.34375
2001-03-08,WFC,25.854999542236328
2001-03-08,JPM,50.2400016784668
2001-03-08,AAPL,0.3716520071029663
2001-03-08,MSFT,29.625
2001-03-08,AMZN,0.5843750238418579
2001-03-08,F,30.350000381469727
2001-03-08,CSCO,22.8125
2001-03-08,MS,64.37999725341797
2001-03-09,JPM,48.95000076293945
2001-03-09,MSFT,28.34375
2001-03-09,AAPL,0.3616069853305816
2001-03-09,AMZN,0.612500011920929
2001-03-09,MS,61.2599983215332
2001-03-09,WFC,25.2450008392334
2001-03-09,F,30.100000381469727
2001-03-09,CSCO,20.625
2001-03-12,AAPL,0.3325890004634857
2001-03-12,MS,56.0
2001-03-12,MSFT,25.96875
2001-03-12,CSCO,18.8125
2001-03-12,JPM,45.4900016784668
2001-03-12,AMZN,0.53125
2001-03-12,WFC,23.899999618530277
2001-03-12,F,30.25
2001-03-13,WFC,24.725000381469727
2001-03-13,MS,59.0
2001-03-13,JPM,47.400001525878906
2001-03-13,CSCO,21.375
2001-03-13,AMZN,0.550000011920929
2001-03-13,AAPL,0.3493300080299377
2001-03-13,MSFT,27.09375
2001-03-13,F,29.84000015258789
2001-03-14,MSFT,27.0
2001-03-14,CSCO,20.25
2001-03-14,AAPL,0.3649550080299377
2001-03-14,JPM,43.75
2001-03-14,F,28.690000534057617
2001-03-14,WFC,23.280000686645508
2001-03-14,MS,57.0
2001-03-14,AMZN,0.53125
2001-03-15,AAPL,0.3515630066394806
2001-03-15,JPM,45.2599983215332
2001-03-15,MSFT,26.84375
2001-03-15,AMZN,0.543749988079071
2001-03-15,WFC,24.36000061035156
2001-03-15,MS,59.0099983215332
2001-03-15,CSCO,20.3125
2001-03-15,F,28.600000381469727
2001-03-16,F,28.43000030517578
2001-03-16,AMZN,0.550000011920929
2001-03-16,MS,57.91999816894531
2001-03-16,WFC,23.94499969482422
2001-03-16,CSCO,19.9375
2001-03-16,AAPL,0.3504459857940674
2001-03-16,JPM,44.58000183105469
2001-03-16,MSFT,27.28125
2001-03-19,CSCO,20.8125
2001-03-19,MSFT,27.15625
2001-03-19,AMZN,0.5249999761581421
2001-03-19,F,29.809999465942383
2001-03-19,AAPL,0.3671880066394806
2001-03-19,MS,60.72999954223633
2001-03-19,WFC,24.01499938964844
2001-03-19,JPM,45.150001525878906
2001-03-20,AMZN,0.512499988079071
2001-03-20,MSFT,26.34375
2001-03-20,MS,56.5
2001-03-20,F,28.81999969482422
2001-03-20,CSCO,19.0625
2001-03-20,JPM,42.59000015258789
2001-03-20,AAPL,0.3515630066394806
2001-03-20,WFC,23.424999237060547
2001-03-21,F,28.25
2001-03-21,CSCO,19.3125
2001-03-21,MS,54.63999938964844
2001-03-21,MSFT,25.03125
2001-03-21,AAPL,0.359375
2001-03-21,JPM,40.20000076293945
2001-03-21,WFC,22.709999084472656
2001-03-21,AMZN,0.5
2001-03-22,AMZN,0.5093749761581421
2001-03-22,AAPL,0.3861609995365143
2001-03-22,F,27.809999465942383
2001-03-22,CSCO,19.75
2001-03-22,MS,53.25
2001-03-22,WFC,22.0
2001-03-22,JPM,38.90999984741211
2001-03-22,MSFT,27.0
2001-03-23,F,27.899999618530277
2001-03-23,MS,53.5099983215332
2001-03-23,WFC,22.71500015258789
2001-03-23,JPM,41.709999084472656
2001-03-23,MSFT,28.28125
2001-03-23,CSCO,18.6875
2001-03-23,AAPL,0.4107140004634857
2001-03-23,AMZN,0.5093749761581421
2001-03-26,F,28.989999771118164
2001-03-26,AMZN,0.546999990940094
2001-03-26,WFC,23.100000381469727
2001-03-26,CSCO,17.875
2001-03-26,MS,54.5
2001-03-26,AAPL,0.388929009437561
2001-03-26,JPM,42.11000061035156
2001-03-26,MSFT,28.03125
2001-03-27,WFC,24.295000076293945
2001-03-27,CSCO,18.125
2001-03-27,AAPL,0.408392995595932
2001-03-27,AMZN,0.5820000171661377
2001-03-27,F,28.1200008392334
2001-03-27,MS,56.59999847412109
2001-03-27,MSFT,29.125
2001-03-27,JPM,43.36000061035156
2001-03-28,AMZN,0.5400000214576721
2001-03-28,CSCO,15.75
2001-03-28,MS,54.0
2001-03-28,AAPL,0.3958930075168609
2001-03-28,WFC,24.32999992370605
2001-03-28,MSFT,27.78125
2001-03-28,F,27.940000534057617
2001-03-28,JPM,42.54999923706055
2001-03-29,F,28.489999771118164
2001-03-29,CSCO,15.25
2001-03-29,AMZN,0.5
2001-03-29,MSFT,27.6875
2001-03-29,AAPL,0.4023210108280182
2001-03-29,WFC,24.01499938964844
2001-03-29,MS,53.68000030517578
2001-03-29,JPM,43.0
2001-03-30,AAPL,0.3941070139408111
2001-03-30,JPM,44.900001525878906
2001-03-30,F,28.1200008392334
2001-03-30,WFC,24.73500061035156
2001-03-30,MS,53.5
2001-03-30,MSFT,27.34375
2001-03-30,CSCO,15.8125
2001-03-30,AMZN,0.5115000009536743
2001-04-02,AAPL,0.3855359852313995
2001-04-02,CSCO,15.0625
2001-04-02,AMZN,0.4550000131130218
2001-04-02,JPM,44.59999847412109
2001-04-02,MSFT,27.90625
2001-04-02,WFC,24.84499931335449
2001-04-02,F,28.61000061035156
2001-04-02,MS,52.34999847412109
2001-04-03,MS,49.34000015258789
2001-04-03,CSCO,13.75
2001-04-03,WFC,24.475000381469727
2001-04-03,F,27.3700008392334
2001-04-03,MSFT,26.6875
2001-04-03,AAPL,0.3614290058612823
2001-04-03,JPM,41.59999847412109
2001-04-03,AMZN,0.4314999878406524
2001-04-04,AMZN,0.4199999868869781
2001-04-04,MS,45.2599983215332
2001-04-04,AAPL,0.3482140004634857
2001-04-04,CSCO,13.6875
2001-04-04,WFC,22.9950008392334
2001-04-04,MSFT,25.96875
2001-04-04,F,28.56999969482422
2001-04-04,JPM,40.4900016784668
2001-04-05,MS,52.400001525878906
2001-04-05,MSFT,28.375
2001-04-05,F,28.350000381469727
2001-04-05,JPM,42.5
2001-04-05,AAPL,0.3726789951324463
2001-04-05,AMZN,0.4560000002384186
2001-04-05,CSCO,14.9375
2001-04-05,WFC,23.815000534057617
2001-04-06,CSCO,13.625
2001-04-06,MSFT,28.09375
2001-04-06,JPM,40.38999938964844
2001-04-06,AAPL,0.3676789999008178
2001-04-06,AMZN,0.418500006198883
2001-04-06,MS,50.900001525878906
2001-04-06,WFC,23.125
2001-04-06,F,27.799999237060547
2001-04-09,MS,50.290000915527344
2001-04-09,MSFT,28.575000762939453
2001-04-09,JPM,40.41999816894531
2001-04-09,WFC,22.979999542236328
2001-04-09,CSCO,14.489999771118164
2001-04-09,F,29.0
2001-04-09,AAPL,0.3667860031127929
2001-04-09,AMZN,0.5590000152587891
2001-04-10,AAPL,0.393570989370346
2001-04-10,JPM,43.29999923706055
2001-04-10,WFC,23.6200008392334
2001-04-10,AMZN,0.6004999876022339
2001-04-10,CSCO,15.859999656677246
2001-04-10,MSFT,29.84000015258789
2001-04-10,F,28.959999084472656
2001-04-10,MS,54.63999938964844
2001-04-11,MSFT,30.020000457763672
2001-04-11,WFC,23.450000762939453
2001-04-11,AMZN,0.6660000085830688
2001-04-11,CSCO,17.399999618530273
2001-04-11,AAPL,0.3892860114574432
2001-04-11,F,28.18000030517578
2001-04-11,JPM,44.7400016784668
2001-04-11,MS,57.650001525878906
2001-04-12,JPM,45.369998931884766
2001-04-12,AAPL,0.4003570079803467
2001-04-12,MS,59.59999847412109
2001-04-12,MSFT,31.09000015258789
2001-04-12,WFC,23.88500022888184
2001-04-12,F,29.0
2001-04-12,AMZN,0.7335000038146973
2001-04-12,CSCO,17.979999542236328
2001-04-16,F,29.18000030517578
2001-04-16,MSFT,30.395000457763672
2001-04-16,CSCO,17.200000762939453
2001-04-16,JPM,45.5
2001-04-16,WFC,23.575000762939453
2001-04-16,MS,57.400001525878906
2001-04-16,AAPL,0.3828569948673248
2001-04-16,AMZN,0.7014999985694885
2001-04-17,AAPL,0.3642860054969787
2001-04-17,MS,58.84999847412109
2001-04-17,JPM,45.369998931884766
2001-04-17,AMZN,0.7369999885559082
2001-04-17,MSFT,30.739999771118164
2001-04-17,F,28.8799991607666
2001-04-17,WFC,22.850000381469727
2001-04-17,CSCO,16.65999984741211
2001-04-18,AMZN,0.8270000219345093
2001-04-18,MSFT,32.71500015258789
2001-04-18,JPM,49.09999847412109
2001-04-18,WFC,23.799999237060547
2001-04-18,F,30.709999084472656
2001-04-18,AAPL,0.4069640040397644
2001-04-18,MS,66.9000015258789
2001-04-18,CSCO,17.93000030517578
2001-04-19,MSFT,34.02000045776367
2001-04-19,WFC,23.98500061035156
2001-04-19,CSCO,18.90999984741211
2001-04-19,MS,67.2699966430664
2001-04-19,F,30.299999237060547
2001-04-19,JPM,48.79999923706055
2001-04-19,AMZN,0.7994999885559082
2001-04-19,AAPL,0.4592860043048858
2001-04-20,MS,66.0
2001-04-20,F,30.0
2001-04-20,WFC,23.96500015258789
2001-04-20,JPM,47.79999923706055
2001-04-20,AAPL,0.4471429884433746
2001-04-20,MSFT,34.5
2001-04-20,AMZN,0.7889999747276306
2001-04-20,CSCO,19.149999618530277
2001-04-23,MS,63.79999923706055
2001-04-23,AMZN,0.8100000023841858
2001-04-23,AAPL,0.4330359995365143
2001-04-23,CSCO,17.329999923706055
2001-04-23,JPM,47.29999923706055
2001-04-23,WFC,23.774999618530277
2001-04-23,F,30.059999465942383
2001-04-23,MSFT,34.125
2001-04-24,JPM,47.400001525878906
2001-04-24,WFC,23.950000762939453
2001-04-24,AMZN,0.7839999794960022
2001-04-24,F,29.670000076293945
2001-04-24,MS,61.59999847412109
2001-04-24,CSCO,16.260000228881836
2001-04-24,MSFT,33.775001525878906
2001-04-24,AAPL,0.4291070103645324
2001-04-25,MS,61.400001525878906
2001-04-25,AMZN,0.8044999837875366
2001-04-25,MSFT,34.845001220703125
2001-04-25,F,28.799999237060547
2001-04-25,JPM,47.47999954223633
2001-04-25,WFC,23.524999618530277
2001-04-25,AAPL,0.4414289891719818
2001-04-25,CSCO,15.729999542236328
2001-04-26,JPM,48.5
2001-04-26,CSCO,15.210000038146973
2001-04-26,MS,62.86000061035156
2001-04-26,AMZN,0.7714999914169312
2001-04-26,WFC,23.065000534057617
2001-04-26,MSFT,34.564998626708984
2001-04-26,F,29.200000762939453
2001-04-26,AAPL,0.4408929944038391
2001-04-27,WFC,23.90999984741211
2001-04-27,AAPL,0.4678570032119751
2001-04-27,MS,65.30000305175781
2001-04-27,F,29.61000061035156
2001-04-27,CSCO,15.600000381469728
2001-04-27,JPM,49.84999847412109
2001-04-27,AMZN,0.7634999752044678
2001-04-27,MSFT,33.560001373291016
2001-04-30,MSFT,33.875
2001-04-30,F,29.479999542236328
2001-04-30,JPM,47.97999954223633
2001-04-30,MS,62.790000915527344
2001-04-30,WFC,23.48500061035156
2001-04-30,AAPL,0.4551790058612823
2001-04-30,CSCO,16.979999542236328
2001-04-30,AMZN,0.7889999747276306
2001-05-01,WFC,23.670000076293945
2001-05-01,F,28.299999237060547
2001-05-01,CSCO,17.799999237060547
2001-05-01,JPM,48.72999954223633
2001-05-01,AAPL,0.4630360007286072
2001-05-01,AMZN,0.8445000052452087
2001-05-01,MSFT,35.084999084472656
2001-05-01,MS,63.34999847412109
2001-05-02,F,29.25
2001-05-02,CSCO,20.0
2001-05-02,MS,66.5199966430664
2001-05-02,MSFT,34.880001068115234
2001-05-02,JPM,49.56999969482422
2001-05-02,AAPL,0.474821001291275
2001-05-02,AMZN,0.8554999828338623
2001-05-02,WFC,23.799999237060547
2001-05-03,AMZN,0.8374999761581421
2001-05-03,CSCO,18.65999984741211
2001-05-03,F,28.700000762939453
2001-05-03,AAPL,0.445713996887207
2001-05-03,MSFT,34.26499938964844
2001-05-03,WFC,23.725000381469727
2001-05-03,JPM,49.0
2001-05-03,MS,66.2300033569336
2001-05-04,MS,67.3499984741211
2001-05-04,AAPL,0.4598209857940674
2001-05-04,AMZN,0.878000020980835
2001-05-04,CSCO,19.63999938964844
2001-05-04,WFC,23.649999618530277
2001-05-04,JPM,50.59999847412109
2001-05-04,F,29.07999992370605
2001-05-04,MSFT,35.375
2001-05-07,JPM,49.20000076293945
2001-05-07,CSCO,19.25
2001-05-07,MSFT,35.689998626708984
2001-05-07,WFC,23.670000076293945
2001-05-07,MS,66.95999908447266
2001-05-07,AMZN,0.8460000157356262
2001-05-07,F,28.450000762939453
2001-05-07,AAPL,0.445713996887207
2001-05-08,MS,66.0199966430664
2001-05-08,MSFT,36.02999877929688
2001-05-08,F,28.15999984741211
2001-05-08,WFC,23.239999771118164
2001-05-08,AMZN,0.8090000152587891
2001-05-08,CSCO,20.3799991607666
2001-05-08,JPM,47.75
2001-05-08,AAPL,0.4387499988079071
2001-05-09,WFC,23.0
2001-05-09,MS,65.06999969482422
2001-05-09,JPM,47.25
2001-05-09,CSCO,19.1299991607666
2001-05-09,AMZN,0.7505000233650208
2001-05-09,AAPL,0.4282140135765075
2001-05-09,F,28.07999992370605
2001-05-09,MSFT,35.20000076293945
2001-05-10,CSCO,18.82999992370605
2001-05-10,JPM,47.5099983215332
2001-05-10,AMZN,0.7310000061988831
2001-05-10,AAPL,0.4107140004634857
2001-05-10,F,28.420000076293945
2001-05-10,MS,65.0
2001-05-10,MSFT,35.0
2001-05-10,WFC,22.959999084472656
2001-05-11,WFC,22.75
2001-05-11,JPM,46.43999862670898
2001-05-11,CSCO,19.049999237060547
2001-05-11,AAPL,0.4080359935760498
2001-05-11,MSFT,34.70000076293945
2001-05-11,AMZN,0.734000027179718
2001-05-11,F,27.81999969482422
2001-05-11,MS,63.209999084472656
2001-05-14,WFC,22.799999237060547
2001-05-14,AAPL,0.4158929884433746
2001-05-14,AMZN,0.6664999723434448
2001-05-14,MSFT,34.36000061035156
2001-05-14,MS,64.98999786376953
2001-05-14,CSCO,18.56999969482422
2001-05-14,F,27.799999237060547
2001-05-14,JPM,47.63999938964844
2001-05-15,F,27.959999084472656
2001-05-15,JPM,47.27999877929688
2001-05-15,MSFT,34.1349983215332
2001-05-15,CSCO,18.739999771118164
2001-05-15,WFC,22.59000015258789
2001-05-15,AMZN,0.6769999861717224
2001-05-15,MS,65.61000061035156
2001-05-15,AAPL,0.4139289855957031
2001-05-16,CSCO,20.0
2001-05-16,F,28.09000015258789
2001-05-16,MS,69.0999984741211
2001-05-16,MSFT,34.58000183105469
2001-05-16,AMZN,0.7064999938011169
2001-05-16,WFC,22.850000381469727
2001-05-16,AAPL,0.4303570091724396
2001-05-16,JPM,48.310001373291016
2001-05-17,AAPL,0.4205360114574432
2001-05-17,F,27.559999465942383
2001-05-17,JPM,48.18999862670898
2001-05-17,WFC,22.70499992370605
2001-05-17,MS,69.69999694824219
2001-05-17,CSCO,19.86000061035156
2001-05-17,AMZN,0.7390000224113464
2001-05-17,MSFT,34.084999084472656
2001-05-18,WFC,22.989999771118164
2001-05-18,MS,69.04000091552734
2001-05-18,AMZN,0.7360000014305115
2001-05-18,CSCO,20.200000762939453
2001-05-18,MSFT,34.04499816894531
2001-05-18,JPM,48.15999984741211
2001-05-18,AAPL,0.420179009437561
2001-05-18,F,27.1299991607666
2001-05-21,WFC,23.100000381469727
2001-05-21,AMZN,0.8190000057220459
2001-05-21,AAPL,0.4207139909267425
2001-05-21,MS,72.68000030517578
2001-05-21,JPM,49.43000030517578
2001-05-21,MSFT,34.39500045776367
2001-05-21,CSCO,22.8700008392334
2001-05-21,F,26.649999618530277
2001-05-22,MS,74.26000213623047
2001-05-22,AAPL,0.4196430146694183
2001-05-22,AMZN,0.8125
2001-05-22,MSFT,35.154998779296875
2001-05-22,JPM,50.02000045776367
2001-05-22,WFC,23.600000381469727
2001-05-22,CSCO,23.479999542236328
2001-05-22,F,25.979999542236328
2001-05-23,CSCO,22.36000061035156
2001-05-23,AMZN,0.7799999713897705
2001-05-23,JPM,48.91999816894531
